"","Gene","score","fdr","lfc","normZ","rank","fdr_synth","geneType","Classification"
"14780","RUNX1T1",0.83554,0.996646,0.35541,1.51,16452,0.998,NA,"other"
"14781","FAF2",0.83586,0.996646,1.991,0.99,14839,0.993,NA,"other"
"14782","PAK7",0.8361,0.996646,0.71377,1.08,15207,0.994,NA,"other"
"14783","RBM27",0.83626,0.996646,-0.78515,0.75,13679,0.993,NA,"other"
"14784","RBM3",0.83626,0.996646,-0.51704,0.24,10460,0.99,NA,"other"
"14785","ITPRIP",0.83626,0.996646,-1.5352,-0.21,7319,0.99,NA,"other"
"14786","CYP1B1",0.83639,0.996646,0.56618,1.08,15177,0.994,NA,"other"
"14787","DDX20",0.83646,0.996646,0.76916,1.11,15321,0.994,NA,"other"
"14788","ADCYAP1R1",0.8365,0.996646,0.18339,1.08,15199,0.994,NA,"other"
"14789","HIST2H2AC",0.83654,0.996646,0.3632,1.1,15265,0.994,NA,"other"
"14790","CDRT1",0.83659,0.996646,0.40422,1.07,15163,0.994,NA,"other"
"14791","TTC9",0.8367,0.996646,0.89796,1.16,15500,0.994,NA,"other"
"14792","CTBS",0.83702,0.996646,0.5207,1.08,15185,0.994,NA,"other"
"14793","ZNF208",0.83713,0.996646,0.78466,1.12,15365,0.994,NA,"other"
"14794","COG7",0.8374,0.996646,-0.60094,0.71,13408,0.992,NA,"other"
"14795","BCAS4",0.8374,0.996646,-1.3372,1.22,15691,0.995,NA,"other"
"14796","PLLP",0.8374,0.996646,-0.80732,0.74,13611,0.993,NA,"other"
"14797","NSL1",0.8374,0.996646,0.47084,0.68,13277,0.992,NA,"other"
"14798","LYRM2",0.8374,0.996646,0.56911,0.78,13812,0.993,NA,"other"
"14799","C1QB",0.83771,0.996646,0.24583,1.1,15289,0.994,NA,"other"
"14800","GVQW1",0.83773,0.996646,0.75266,1.11,15310,0.994,NA,"other"
"14801","GRAMD1B",0.83811,0.996646,-0.069983,1.63,16665,1,NA,"other"
"14802","PPAP2A",0.83813,0.996646,-0.086511,0.55,12548,0.991,NA,"other"
"14803","FGFR2",0.83819,0.996646,0.4315,0.5,12180,0.99,NA,"other"
"14804","ASIP",0.83825,0.996646,0.72022,1.09,15257,0.994,NA,"other"
"14805","ADH4",0.83841,0.996646,0.11495,2.1,17237,1,NA,"other"
"14806","TFAM",0.83853,0.996646,0.25655,0.6,12823,0.992,"Essential","Essential"
"14807","MFGE8",0.83853,0.996646,0.53275,1.22,15676,0.995,NA,"other"
"14808","DBP",0.83877,0.996646,0.26138,1.9,17035,1,NA,"other"
"14809","ZBTB3",0.83913,0.996646,-0.18912,0.29,10825,0.99,NA,"other"
"14810","HYAL3",0.83921,0.996646,-1.1722,0.05,9145,0.99,NA,"other"
"14811","C1orf112",0.83923,0.996646,0.22733,0.74,13643,0.993,NA,"other"
"14812","NCF4",0.83931,0.996646,0.54687,0.82,14045,0.993,NA,"other"
"14813","WIPF3",0.83933,0.996646,0.87339,0.85,14163,0.993,NA,"other"
"14814","YWHAQ",0.83974,0.996646,-0.24117,0.78,13786,0.993,NA,"other"
"14815","SPINT1",0.83975,0.996646,0.48565,1.08,15183,0.994,NA,"other"
"14816","REST",0.83982,0.996646,-0.041075,0.84,14105,0.993,NA,"other"
"14817","WDR12",0.83994,0.996646,-0.51834,0.15,9799,0.99,NA,"other"
"14818","TXLNG",0.83995,0.996646,0.77115,1.12,15339,0.994,NA,"other"
"14819","NYAP1",0.83998,0.996646,0.0034621,0.88,14309,0.993,NA,"other"
"14820","ZMYND8",0.84018,0.996646,0.96117,1.78,16889,1,NA,"other"
"14821","SLC22A25",0.84038,0.996646,0.60677,1.08,15215,0.994,NA,"other"
"14822","CISH",0.84042,0.996646,0.28008,0.83,14094,0.993,NA,"other"
"14823","AGMO",0.84054,0.996646,0.76061,1.21,15654,0.995,NA,"other"
"14824","TRH",0.84077,0.996646,-1.4487,0.02,8920,0.99,NA,"other"
"14825","PRICKLE4",0.84081,0.996646,-1.3372,0.42,11714,0.99,NA,"other"
"14826","BCAT2",0.84083,0.996646,-0.028106,0.53,12429,0.991,NA,"other"
"14827","SPATA31D1",0.84087,0.996646,0.5138,0.72,13532,0.992,NA,"other"
"14828","FAM122A",0.84096,0.996646,0.81918,1.14,15416,0.994,NA,"other"
"14829","EPHB3",0.84101,0.996646,-1.02,-0.05,8376,0.99,NA,"other"
"14830","BMF",0.84106,0.996646,-0.22719,0.23,10398,0.99,NA,"other"
"14831","TNFRSF17",0.84111,0.996646,-1.12,0.79,13875,0.993,NA,"other"
"14832","E2F2",0.84117,0.996646,0.47152,1.18,15565,0.994,NA,"other"
"14833","BCL9",0.84127,0.996646,0.10826,0.98,14775,0.993,NA,"other"
"14834","URM1",0.84128,0.996646,-0.49648,0.03,8959,0.99,NA,"other"
"14835","OR10W1",0.8414,0.996646,0.25108,1.33,16016,0.997,NA,"other"
"14836","NID2",0.84144,0.996646,0.80507,0.8,13944,0.993,NA,"other"
"14837","SYT16",0.84154,0.996646,0.87576,1.17,15532,0.994,NA,"other"
"14838","EPHA5",0.84169,0.996646,-0.3912,0.93,14548,0.993,NA,"other"
"14839","TMEM179",0.84174,0.996646,0.36079,1.12,15355,0.994,NA,"other"
"14840","CHD5",0.84186,0.996646,-0.1722,0.24,10474,0.99,NA,"other"
"14841","PTGDR",0.84209,0.996646,0.093636,0.54,12503,0.991,NA,"other"
"14842","PFDN4",0.84221,0.996646,0.045623,0.54,12487,0.991,NA,"other"
"14843","CARKD",0.84223,0.996646,-0.29529,-0.09,8116,0.99,NA,"other"
"14844","RND2",0.84239,0.996646,0.44838,1.09,15252,0.994,NA,"other"
"14845","HSD17B13",0.84239,0.996646,0.52979,1.09,15242,0.994,NA,"other"
"14846","GALNT7",0.84245,0.996646,-0.51218,-0.06,8289,0.99,NA,"other"
"14847","ZNF337",0.84248,0.996646,0.57523,1.1,15262,0.994,NA,"other"
"14848","TARSL2",0.84261,0.996646,0.21253,0.67,13206,0.992,NA,"other"
"14849","FAM91A1",0.84262,0.996646,0.35541,0.58,12731,0.992,NA,"other"
"14850","ROM1",0.84262,0.996646,-1.3372,0.22,10363,0.99,NA,"other"
"14851","CGRRF1",0.84266,0.996646,0.64965,1.09,15243,0.994,NA,"other"
"14852","RFX8",0.84278,0.996646,-0.37922,0.68,13282,0.992,NA,"other"
"14853","GCM2",0.84289,0.996646,0.24535,1.13,15376,0.994,NA,"other"
"14854","ZNF430",0.84291,0.996646,0.41355,1.09,15225,0.994,NA,"other"
"14855","SLC7A6",0.843,0.996646,0.47989,1.1,15276,0.994,NA,"other"
"14856","HNRNPH3",0.84303,0.996646,-0.001512,0.81,13994,0.993,NA,"other"
"14857","BZRAP1",0.84305,0.996646,-0.80904,0.98,14807,0.993,NA,"other"
"14858","SLC9A8",0.84313,0.996646,0.54239,1.1,15275,0.994,NA,"other"
"14859","PRKCZ",0.84325,0.996646,-0.60248,0.92,14530,0.993,NA,"other"
"14860","PFDN2",0.84328,0.996646,-0.27552,0.92,14532,0.993,"Essential","Essential"
"14861","ANTXR2",0.84352,0.996646,-0.40121,0.7,13393,0.992,NA,"other"
"14862","NRN1L",0.84392,0.996646,0.95498,1.2,15628,0.995,NA,"other"
"14863","APBB2",0.84395,0.996646,0.35541,1.07,15172,0.994,NA,"other"
"14864","C6orf89",0.84395,0.996646,0.7543,1.16,15510,0.994,NA,"other"
"14865","RAB30",0.84395,0.996646,0.81938,1.52,16467,0.998,NA,"other"
"14866","FBLN1",0.84418,0.996646,0.53283,1.1,15274,0.994,NA,"other"
"14867","INSR",0.84434,0.996646,-0.28003,0.18,10105,0.99,NA,"other"
"14868","CAMK2D",0.84435,0.996646,-0.47401,0.45,11911,0.99,NA,"other"
"14869","WFDC12",0.84435,0.996646,0.19983,1.24,15745,0.995,NA,"other"
"14870","FOXRED2",0.84435,0.996646,0.64357,1.22,15697,0.995,NA,"other"
"14871","CEP19",0.84435,0.996646,-0.67619,0.36,11274,0.99,NA,"other"
"14872","TXNDC9",0.84435,0.996646,0.28356,1.21,15661,0.995,NA,"other"
"14873","EDNRA",0.84435,0.996646,0.3918,1.51,16446,0.998,NA,"other"
"14874","KCNAB1",0.84435,0.996646,-0.57358,0.49,12142,0.99,NA,"other"
"14875","PICK1",0.84435,0.996646,-0.12769,1.23,15714,0.995,NA,"other"
"14876","SDC1",0.84435,0.996646,-0.46985,0.48,12074,0.99,NA,"other"
"14877","SCN2A",0.84435,0.996646,-0.3412,0.64,13020,0.992,NA,"other"
"14878","CX3CR1",0.84435,0.996646,-0.23107,0.85,14207,0.993,NA,"other"
"14879","MYL1",0.84435,0.996646,-0.40343,0.56,12578,0.992,NA,"other"
"14880","FANCL",0.84435,0.996646,-0.038954,0.98,14790,0.993,NA,"other"
"14881","RPL35A",0.84435,0.996646,0.1177,1.36,16099,0.997,NA,"other"
"14882","CAPG",0.84435,0.996646,-0.34052,0.63,12995,0.992,NA,"other"
"14883","WBP2NL",0.84435,0.996646,-0.80904,0.46,11981,0.99,NA,"other"
"14884","ANK2",0.84435,0.996646,-0.024774,1.6,16616,0.999,NA,"other"
"14885","CCR3",0.84435,0.996646,-0.05259,1.05,15078,0.994,NA,"other"
"14886","C22orf31",0.84435,0.996646,-0.36488,0.64,13040,0.992,NA,"other"
"14887","INSIG2",0.84435,0.996646,0.23264,0.94,14627,0.993,NA,"other"
"14888","JPH1",0.84435,0.996646,0.38375,1.34,16037,0.997,NA,"other"
"14889","UBE2W",0.84435,0.996646,-0.18427,0.85,14166,0.993,NA,"other"
"14890","KCTD9",0.84435,0.996646,-0.2655,0.74,13620,0.993,NA,"other"
"14891","KCNS2",0.84435,0.996646,0.52778,1.77,16873,1,NA,"other"
"14892","LYSMD3",0.84435,0.996646,-0.38303,0.63,13011,0.992,NA,"other"
"14893","FUCA2",0.84435,0.996646,-0.029614,0.97,14740,0.993,NA,"other"
"14894","KIF13A",0.84435,0.996646,-0.040667,1.35,16065,0.997,NA,"other"
"14895","REEP4",0.84435,0.996646,0.17653,1.16,15501,0.994,NA,"other"
"14896","ZNF398",0.84435,0.996646,1.0151,1.09,15228,0.994,NA,"other"
"14897","NOBOX",0.84435,0.996646,0.022194,0.98,14785,0.993,NA,"other"
"14898","TAS2R5",0.84435,0.996646,-0.48321,0.47,12028,0.99,NA,"other"
"14899","HOXA9",0.84435,0.996646,-0.22681,0.61,12892,0.992,NA,"other"
"14900","SPATC1",0.84435,0.996646,-0.32031,0.7,13389,0.992,NA,"other"
"14901","CYTH3",0.84435,0.996646,-0.1146,0.88,14332,0.993,NA,"other"
"14902","PBX2",0.84435,0.996646,-0.57026,0.44,11856,0.99,NA,"other"
"14903","MAMLD1",0.84435,0.996646,0.74992,2.3,17362,1,NA,"other"
"14904","FANCB",0.84435,0.996646,-0.26204,0.95,14664,0.993,NA,"other"
"14905","RASGEF1B",0.84435,0.996646,-0.46416,0.46,11974,0.99,NA,"other"
"14906","SSX5",0.84435,0.996646,-0.29952,1.13,15392,0.994,NA,"other"
"14907","SPOCK3",0.84435,0.996646,-0.076092,1.16,15490,0.994,NA,"other"
"14908","SHISA3",0.84435,0.996646,0.090521,1.51,16440,0.998,NA,"other"
"14909","C4orf22",0.84435,0.996646,-0.10568,1.53,16494,0.998,NA,"other"
"14910","GPR78",0.84435,0.996646,-0.47268,0.45,11879,0.99,NA,"other"
"14911","KCNT1",0.84435,0.996646,2.2748,2.1,17236,1,NA,"other"
"14912","CAPSL",0.84435,0.996646,0.2397,1.17,15522,0.994,NA,"other"
"14913","SETD9",0.84435,0.996646,-0.22681,0.61,12891,0.992,NA,"other"
"14914","EGFL7",0.84435,0.996646,-0.53997,0.41,11603,0.99,NA,"other"
"14915","CDC25C",0.84435,0.996646,0.3763,1.36,16093,0.997,NA,"other"
"14916","RLN1",0.84435,0.996646,0.024231,1.54,16516,0.998,NA,"other"
"14917","RMND5B",0.84435,0.996646,-0.34801,0.62,12918,0.992,NA,"other"
"14918","RHOU",0.84435,0.996646,1.2052,2.22,17316,1,NA,"other"
"14919","RAP1GAP",0.84435,0.996646,0.17102,0.78,13815,0.993,NA,"other"
"14920","FKBP11",0.84435,0.996646,0.22235,0.73,13599,0.993,NA,"other"
"14921","GALNT2",0.84435,0.996646,-0.051474,1.21,15651,0.995,NA,"other"
"14922","SWAP70",0.84435,0.996646,0.44258,1.35,16046,0.997,NA,"other"
"14923","C11orf73",0.84435,0.996646,0.12492,1.33,15991,0.997,NA,"other"
"14924","CCDC62",0.84435,0.996646,-0.42829,0.54,12496,0.991,NA,"other"
"14925","BTBD11",0.84435,0.996646,-0.042586,0.93,14542,0.993,NA,"other"
"14926","ATP2B1",0.84435,0.996646,-0.021922,0.91,14454,0.993,NA,"other"
"14927","GDF3",0.84435,0.996646,0.30591,1.48,16376,0.997,NA,"other"
"14928","CLSPN",0.84435,0.996646,-0.69698,0.45,11883,0.99,NA,"other"
"14929","PTPRU",0.84435,0.996646,-0.12512,1.16,15499,0.994,NA,"other"
"14930","SP7",0.84435,0.996646,0.13737,1.18,15575,0.994,NA,"other"
"14931","C12orf44",0.84435,0.996646,-0.026701,0.7,13370,0.992,NA,"other"
"14932","ZNF683",0.84435,0.996646,0.0051687,0.67,13199,0.992,NA,"other"
"14933","LLPH",0.84435,0.996646,-0.23622,0.97,14742,0.993,NA,"other"
"14934","HYLS1",0.84435,0.996646,-0.033124,0.94,14613,0.993,NA,"other"
"14935","TREH",0.84435,0.996646,-0.076463,2.11,17245,1,NA,"other"
"14936","KCNC1",0.84435,0.996646,0.19272,1.03,15015,0.994,NA,"other"
"14937","BARX2",0.84435,0.996646,0.13598,1.15,15450,0.994,NA,"other"
"14938","INPP5F",0.84435,0.996646,-0.14302,0.95,14647,0.993,NA,"other"
"14939","FAM204A",0.84435,0.996646,0.24386,1.27,15838,0.995,NA,"other"
"14940","C11orf71",0.84435,0.996646,0.48433,1.48,16387,0.997,NA,"other"
"14941","INPP5A",0.84435,0.996646,0.31413,1.26,15823,0.995,NA,"other"
"14942","SNX15",0.84435,0.996646,0.72225,1.96,17103,1,NA,"other"
"14943","YY1AP1",0.84435,0.996646,0.0051687,0.67,13195,0.992,NA,"other"
"14944","IVNS1ABP",0.84435,0.996646,-0.39549,0.55,12546,0.991,NA,"other"
"14945","LMO1",0.84435,0.996646,-0.024929,0.92,14499,0.993,NA,"other"
"14946","HPS5",0.84435,0.996646,-0.1596,0.89,14357,0.993,NA,"other"
"14947","MRGPRX3",0.84435,0.996646,-0.49503,0.44,11853,0.99,NA,"other"
"14948","UBAP2L",0.84435,0.996646,-0.090286,0.92,14487,0.993,NA,"other"
"14949","KBTBD4",0.84435,0.996646,-0.70659,0.39,11474,0.99,NA,"other"
"14950","KIAA1468",0.84435,0.996646,-0.34977,0.62,12944,0.992,NA,"other"
"14951","ST8SIA3",0.84435,0.996646,0.21236,2.04,17182,1,NA,"other"
"14952","GTPBP3",0.84435,0.996646,-0.80904,0.46,11980,0.99,NA,"other"
"14953","ZNF44",0.84435,0.996646,-0.32455,0.69,13347,0.992,NA,"other"
"14954","RAC3",0.84435,0.996646,-0.34338,0.76,13736,0.993,NA,"other"
"14955","SLC39A11",0.84435,0.996646,-0.39063,0.59,12749,0.992,NA,"other"
"14956","SMAD7",0.84435,0.996646,-0.22681,0.61,12890,0.992,NA,"other"
"14957","NDEL1",0.84435,0.996646,-0.66517,0.5,12188,0.99,NA,"other"
"14958","ZNF547",0.84435,0.996646,0.021954,1.93,17065,1,NA,"other"
"14959","ZSCAN5A",0.84435,0.996646,0.78372,1.78,16884,1,NA,"other"
"14960","ZHX3",0.84435,0.996646,0.075266,1.11,15336,0.994,NA,"other"
"14961","CHMP4B",0.84435,0.996646,-0.22681,0.61,12888,0.992,NA,"other"
"14962","C19orf12",0.84435,0.996646,-0.64083,0.36,11280,0.99,NA,"other"
"14963","B3GNT3",0.84435,0.996646,0.0051687,0.67,13196,0.992,NA,"other"
"14964","KLK8",0.84435,0.996646,0.05274,0.78,13790,0.993,NA,"other"
"14965","ZNF568",0.84435,0.996646,0.39201,1.39,16171,0.997,NA,"other"
"14966","FOXB1",0.84435,0.996646,-0.80904,0.46,11982,0.99,NA,"other"
"14967","ALDH1A3",0.84435,0.996646,-0.3338,0.57,12684,0.992,NA,"other"
"14968","FSD2",0.84435,0.996646,0.11164,1.03,15003,0.994,NA,"other"
"14969","MORF4L1",0.84435,0.996646,-0.28074,0.68,13251,0.992,NA,"other"
"14970","THTPA",0.84435,0.996646,0.35062,1.37,16131,0.997,NA,"other"
"14971","RAB2B",0.84435,0.996646,0.14889,1.14,15439,0.994,NA,"other"
"14972","KLHDC1",0.84435,0.996646,1.3632,2.24,17333,1,NA,"other"
"14973","DPH2",0.84435,0.996646,-0.39589,0.57,12682,0.992,NA,"other"
"14974","SHMT1",0.84435,0.996646,-0.22681,0.61,12889,0.992,NA,"other"
"14975","CTH",0.84435,0.996646,-0.44122,0.51,12335,0.991,NA,"other"
"14976","FAM20A",0.84435,0.996646,0.0051687,0.67,13204,0.992,NA,"other"
"14977","10-Mar",0.84435,0.996646,0.0092008,0.96,14717,0.993,NA,"other"
"14978","PALB2",0.84435,0.996646,-0.22841,0.74,13648,0.993,"Essential","Essential"
"14979","TMC5",0.84435,0.996646,-0.21412,0.77,13768,0.993,NA,"other"
"14980","TCF25",0.84435,0.996646,-0.33001,0.63,12999,0.992,NA,"other"
"14981","INO80E",0.84435,0.996646,-0.12925,0.62,12925,0.992,NA,"other"
"14982","DNAH17",0.84444,0.996646,-0.12226,0.53,12445,0.991,NA,"other"
"14983","PSMB8",0.84447,0.996646,-0.043179,0.94,14625,0.993,NA,"other"
"14984","ABL1",0.84466,0.996646,0.50582,1.1,15285,0.994,NA,"other"
"14985","LIMK1",0.84468,0.996646,1.6893,1.42,16265,0.997,NA,"other"
"14986","C5orf46",0.84488,0.996646,0.091883,0.92,14520,0.993,NA,"other"
"14987","KRTAP3-1",0.84488,0.996646,0.28111,1.39,16169,0.997,NA,"other"
"14988","NPC2",0.84488,0.996646,-0.44169,0.64,13060,0.992,NA,"other"
"14989","CACNG6",0.84488,0.996646,0.48711,0.82,14029,0.993,NA,"other"
"14990","PTPN2",0.84575,0.996646,0.51198,0.8,13920,0.993,NA,"other"
"14991","PEX11G",0.84575,0.996646,0.28315,1.27,15833,0.995,NA,"other"
"14992","TRIP10",0.84575,0.996646,-0.80904,0.37,11326,0.99,NA,"other"
"14993","CYYR1",0.84575,0.996646,-0.6189,0.71,13401,0.992,NA,"other"
"14994","NPY1R",0.84575,0.996646,-0.72261,0.11,9582,0.99,NA,"other"
"14995","GLRA3",0.84575,0.996646,0.023728,0.43,11787,0.99,NA,"other"
"14996","GUCY1A3",0.84575,0.996646,0.24641,0.62,12971,0.992,NA,"other"
"14997","YBEY",0.84575,0.996646,0.78459,1.7,16779,1,NA,"other"
"14998","DMC1",0.84575,0.996646,-0.80904,0.2,10236,0.99,NA,"other"
"14999","PPCS",0.84575,0.996646,-0.50571,0.07,9303,0.99,NA,"other"
"15000","CLEC1A",0.84575,0.996646,0.052651,1.58,16582,0.999,NA,"other"
"15001","TBX5",0.84575,0.996646,-0.21494,0.33,11030,0.99,NA,"other"
"15002","CCDC86",0.84575,0.996646,-0.8183,1,14862,0.993,NA,"other"
"15003","COMTD1",0.84575,0.996646,-1.3372,0.37,11327,0.99,NA,"other"
"15004","HMBS",0.84575,0.996646,-0.32511,1.01,14924,0.993,NA,"other"
"15005","CCDC169",0.84575,0.996646,-0.076329,0.4,11519,0.99,NA,"other"
"15006","KLF12",0.84575,0.996646,1.0218,1.38,16150,0.997,NA,"other"
"15007","PSPC1",0.84575,0.996646,0.32017,1.82,16932,1,NA,"other"
"15008","ARHGAP9",0.84575,0.996646,0.027052,0.89,14380,0.993,NA,"other"
"15009","GNB3",0.84575,0.996646,1.7005,2.03,17172,1,NA,"other"
"15010","TBC1D23",0.84595,0.996646,-1.0203,-0.08,8175,0.99,NA,"other"
"15011","DES",0.84595,0.996646,-0.16816,1.12,15352,0.994,NA,"other"
"15012","AOX1",0.84595,0.996646,-1.3372,0.17,9973,0.99,NA,"other"
"15013","PINK1",0.84622,0.996646,0.63981,1.11,15307,0.994,NA,"other"
"15014","ALDH2",0.84658,0.996646,0.60092,1.12,15347,0.994,NA,"other"
"15015","TRMT13",0.84663,0.996646,0.58708,1.36,16088,0.997,NA,"other"
"15016","SNURF",0.84665,0.996646,0.50975,1.12,15359,0.994,NA,"other"
"15017","CDCA2",0.84689,0.996646,-1.1315,0.87,14297,0.993,NA,"other"
"15018","RAET1L",0.84701,0.996646,0.37599,1.15,15468,0.994,NA,"other"
"15019","P2RY10",0.84714,0.996646,0.69048,1.12,15338,0.994,NA,"other"
"15020","COX18",0.84723,0.996646,0.65451,1.11,15320,0.994,NA,"other"
"15021","RAB3IL1",0.84748,0.996646,0.32014,1.15,15484,0.994,NA,"other"
"15022","KIAA0907",0.84769,0.996646,2.2409,1.22,15700,0.995,NA,"other"
"15023","KCNB2",0.84769,0.996646,2.2409,1.22,15699,0.995,"Nonessential","Nonessential"
"15024","AGBL3",0.84807,0.996646,-0.54233,0.64,13041,0.992,NA,"other"
"15025","OR52L1",0.84814,0.996646,-1.7131,0.42,11732,0.99,"Nonessential","Nonessential"
"15026","PDSS1",0.84814,0.996646,-0.80904,0.14,9743,0.99,NA,"other"
"15027","OR8K5",0.84814,0.996646,-0.49024,0.89,14392,0.993,NA,"other"
"15028","GH2",0.84814,0.996646,0.090695,0.42,11763,0.99,NA,"other"
"15029","PSMB3",0.84814,0.996646,-0.14556,0.47,12025,0.99,NA,"other"
"15030","BATF2",0.84814,0.996646,-0.1262,0.4,11546,0.99,NA,"other"
"15031","C2",0.84814,0.996646,-0.11573,1.02,14952,0.993,NA,"other"
"15032","EDAR",0.84814,0.996646,0.092397,1.39,16170,0.997,NA,"other"
"15033","GBP3",0.84814,0.996646,-0.80904,0.47,12050,0.99,NA,"other"
"15034","CXorf48",0.8482,0.996646,0.73588,1.12,15369,0.994,NA,"other"
"15035","COX7B",0.84832,0.996646,2.1352,1.01,14894,0.993,NA,"other"
"15036","RRP9",0.84852,0.996646,-0.80526,0.64,13037,0.992,NA,"other"
"15037","DRAP1",0.84858,0.996646,1.563,1.43,16280,0.997,NA,"other"
"15038","ARHGEF10L",0.84898,0.996646,-0.13672,0.53,12430,0.991,NA,"other"
"15039","TACO1",0.84912,0.996646,-0.95007,0.33,11079,0.99,NA,"other"
"15040","MLH1",0.84932,0.996646,1.5307,1.47,16365,0.997,NA,"other"
"15041","KDM1B",0.84947,0.996646,0.68834,1.12,15344,0.994,NA,"other"
"15042","STX8",0.84951,0.996646,0.11577,0.92,14494,0.993,NA,"other"
"15043","ZNF366",0.84951,0.996646,-0.26421,0.25,10527,0.99,NA,"other"
"15044","RILPL1",0.84951,0.996646,-1.3372,0.8,13913,0.993,NA,"other"
"15045","NPY",0.84958,0.996646,0.46617,1.14,15424,0.994,NA,"other"
"15046","ZNF792",0.84965,0.996646,0.58084,1.13,15399,0.994,NA,"other"
"15047","SDR16C5",0.84973,0.996646,1.2424,1.73,16815,1,NA,"other"
"15048","DPP8",0.84985,0.996646,0.74933,1.12,15368,0.994,NA,"other"
"15049","SLC45A2",0.85035,0.996646,-0.62686,0.64,13036,0.992,NA,"other"
"15050","AJUBA",0.85038,0.996646,2.1572,1.04,15052,0.994,NA,"other"
"15051","STAT4",0.85071,0.996646,-1.3499,0.42,11758,0.99,NA,"other"
"15052","RD3",0.85082,0.996646,-0.44646,0.49,12145,0.99,"Nonessential","Nonessential"
"15053","MEDAG",0.85089,0.996646,-0.02762,0.46,11954,0.99,NA,"other"
"15054","SYT6",0.85092,0.996646,0.2704,0.94,14595,0.993,NA,"other"
"15055","MAGI3",0.85093,0.996646,0.57283,1.01,14939,0.993,NA,"other"
"15056","SEL1L3",0.85098,0.996646,0.71028,1.69,16744,1,NA,"other"
"15057","CYFIP2",0.85101,0.996646,0.35541,0.4,11552,0.99,NA,"other"
"15058","C19orf80",0.85126,0.996646,0.48094,1.15,15471,0.994,NA,"other"
"15059","ZSCAN18",0.85141,0.996646,0.010819,0.56,12597,0.992,NA,"other"
"15060","TMEM240",0.85143,0.996646,-0.50983,0.53,12438,0.991,NA,"other"
"15061","HNRNPH1",0.852,0.996646,1.303,1.36,16079,0.997,"Essential","Essential"
"15062","ELTD1",0.85201,0.996646,-1.1148,0.13,9672,0.99,NA,"other"
"15063","CCDC107",0.85218,0.996646,-0.23895,0.42,11740,0.99,NA,"other"
"15064","TMEM56",0.85225,0.996646,-0.79777,0.05,9113,0.99,NA,"other"
"15065","ASB11",0.85229,0.996646,-0.19743,0.51,12322,0.991,NA,"other"
"15066","BTNL9",0.85246,0.996646,2.1788,1.04,15033,0.994,NA,"other"
"15067","SMYD1",0.85246,0.996646,2.1788,1.04,15032,0.994,NA,"other"
"15068","LSM1",0.8525,0.996646,0.35541,0.51,12332,0.991,NA,"other"
"15069","GGT7",0.85282,0.996646,0.10819,0.73,13595,0.993,NA,"other"
"15070","ZNF580",0.85283,0.996646,-0.31606,0.24,10465,0.99,NA,"other"
"15071","KAT6A",0.85291,0.996646,0.21953,0.66,13144,0.992,NA,"other"
"15072","OSTM1",0.85322,0.996646,0.3399,0.59,12784,0.992,NA,"other"
"15073","STK16",0.85322,0.996646,-0.12543,0.7,13352,0.992,NA,"other"
"15074","C1orf109",0.85336,0.996646,0.29891,0.98,14791,0.993,NA,"other"
"15075","KCNA6",0.85342,0.996646,0.26361,1.17,15520,0.994,NA,"other"
"15076","SERPINI2",0.85347,0.996646,-0.25935,0.38,11379,0.99,NA,"other"
"15077","ZNF131",0.85358,0.996646,-0.04499,1.09,15224,0.994,NA,"other"
"15078","PDLIM3",0.85409,0.996646,0.19516,0.79,13840,0.993,NA,"other"
"15079","TET3",0.85427,0.996646,-0.24535,0.42,11725,0.99,NA,"other"
"15080","SYT10",0.85432,0.996646,1.1886,1.56,16551,0.998,NA,"other"
"15081","NIF3L1",0.85437,0.996646,0.81938,1.25,15799,0.995,NA,"other"
"15082","ZSCAN12",0.85451,0.996646,0.087979,0.76,13714,0.993,NA,"other"
"15083","NHLRC4",0.85454,0.996646,-0.80904,0.69,13317,0.992,NA,"other"
"15084","PPP1R42",0.85472,0.996646,0.47011,1.15,15472,0.994,NA,"other"
"15085","DIAPH2",0.85502,0.996646,-0.80904,0.16,9911,0.99,NA,"other"
"15086","TUSC2",0.85514,0.996646,0.31714,1.21,15660,0.995,NA,"other"
"15087","KCNC2",0.85529,0.996646,-0.38526,0.44,11816,0.99,NA,"other"
"15088","MTDH",0.85536,0.996646,0.73958,1.58,16599,0.999,NA,"other"
"15089","LRRC8D",0.85542,0.996646,0.14971,0.93,14573,0.993,NA,"other"
"15090","DET1",0.85544,0.996646,0.26777,0.97,14724,0.993,NA,"other"
"15091","FKBP10",0.85546,0.996646,-0.28369,0.68,13238,0.992,NA,"other"
"15092","PDGFB",0.85546,0.996646,0.47074,1.2,15630,0.995,NA,"other"
"15093","TDGF1",0.85548,0.996646,0.35541,0.85,14190,0.993,NA,"other"
"15094","PCM1",0.85557,0.996646,1.3403,1.37,16105,0.997,NA,"other"
"15095","CUL4B",0.85557,0.996646,0.90824,1.43,16293,0.997,NA,"other"
"15096","CREB3L3",0.85569,0.996646,-1.3372,1.11,15318,0.994,NA,"other"
"15097","PTTG1IP",0.85572,0.996646,0.7722,0.68,13291,0.992,NA,"other"
"15098","HOXC10",0.85577,0.996646,0.32876,1.21,15673,0.995,NA,"other"
"15099","CCIN",0.85613,0.996646,0.49595,1.13,15404,0.994,NA,"other"
"15100","MAP7D1",0.85619,0.996646,2.2063,1.37,16129,0.997,NA,"other"
